class	subclass	subsubclass	serialid	sample1	sample2	sample3	sample4	sample5
2	8	3	-	0	1.0	1.0	0	0
2	8	3	10	0	2.0	1.0	18.0	29.0
2	8	3	18	0	5.0	10.0	8.0	15.0
2	8	3	20	0	1.0	0	0	0
3	1	1	13	0	1.0	5.0	3.0	4.0
3	1	1	-	0	1.0	2.0	0	0
-	-	-	-	0	1.0	0	0	0
-	-	-	-	0	1.0	3.0	0	0
3	1	1	4	0	1.0	0	0	0
3	1	1	5	0	2.0	7.0	0	0
3	1	1	76	0	4.0	0	2.0	0
3	1	1	85	0	1.0	0	4.0	0
3	1	1	89	0	3.0	1.0	0	0
3	1	11	-	0	2.0	1.0	1.0	0
3	1	13	4	0	6.0	4.0	1.0	1.0
3	1	2	28	0	2.0	0	0	0
3	1	2	32	0	2.0	0	0	0
3	1	21	7	0	3.0	2.0	0	0
3	1	22	1	0	1.0	0	2.0	0
3	1	25	-	0	2.0	0	0	0
3	1	3	103	0	1.0	0	1.0	2.0
3	1	3	104	0	2.0	0	0	0
3	1	3	-	0	3.0	1.0	6.0	3.0
3	-	-	-	0	2.0	0	0	0
-	-	-	-	0	3.0	3.0	5.0	10.0
3	1	3	4	0	1.0	9.0	0	0
3	1	3	41	0	2.0	8.0	5.0	4.0
3	1	3	-	0	1.0	3.0	1.0	0
3	1	3	7	0	4.0	9.0	6.0	11.0
3	1	3	-	0	1.0	1.0	0	0
3	1	3	85	0	1.0	2.0	1.0	0
3	1	3	89	0	1.0	0	0	1.0
3	1	31	1	0	6.0	0	8.0	5.0
3	1	4	4	0	1.0	11.0	1.0	0
3	1	6	-	0	6.0	3.0	0	2.0
3	1	6	13	0	1.0	0	0	0
3	10	1	1	0	6.0	1.0	2.0	1.0
3	2	1	-	0	1.0	1.0	0	0
3	2	1	143	0	1.0	0	0	0
3	2	1	15	0	2.0	1.0	3.0	3.0
3	2	1	165	0	5.0	38.0	32.0	26.0
3	2	1	-	0	1.0	0	0	0
3	2	1	41	0	1.0	2.0	10.0	23.0
3	2	1	50	0	1.0	3.0	3.0	10.0
3	4	16	5	0	1.0	22.0	3.0	2.0
3	4	19	11	0	7.0	2.0	3.0	16.0
3	4	21	100	0	1.0	0	0	0
3	4	21	61	0	1.0	10.0	0	0
3	4	21	96	0	1.0	5.0	0	0
3	4	24	20	0	16.0	3.0	1.0	0
3	4	24	27	0	3.0	0	0	0
3	4	24	75	0	2.0	0	0	0
3	4	24	78	0	3.0	0	0	18.0
3	5	1	103	0	5.0	6.0	1.0	0
3	5	1	125	0	3.0	2.0	0	0
3	5	1	38	0	2.0	0	2.0	0
3	5	1	52	0	1.0	1.0	0	0
3	5	4	10	0	1.0	0	0	0
3	5	4	3	0	6.0	18.0	6.0	4.0
3	6	1	42	0	3.0	3.0	2.0	0
3	6	1	67	0	7.0	5.0	5.0	9.0
3	6	3	44	0	3.0	10.0	2.0	0
3	7	1	12	0	2.0	3.0	3.0	4.0
3	7	1	14	0	1.0	2.0	0	0
3	7	1	23	0	3.0	4.0	1.0	0
3	9	1	2	0	1.0	0	0	0
4	-	-	-	0	3.0	1.0	2.0	0
4	1	1	61	0	1.0	0	0	0
4	1	1	83	0	1.0	0	2.0	1.0
4	1	1	9	0	3.0	12.0	1.0	0
4	1	2	-	0	1.0	4.0	2.0	7.0
-	-	-	-	0	3.0	5.0	2.0	4.0
4	1	2	21	0	1.0	0	0	0
4	1	3	38	0	1.0	3.0	3.0	8.0
4	1	3	-	0	1.0	1.0	0	1.0
4	1	3	40	0	3.0	0	0	0
4	1	3	46	0	3.0	4.0	0	0
4	2	1	103	0	1.0	10.0	0	0
4	2	1	155	0	4.0	1.0	1.0	4.0
4	2	1	157	0	2.0	0	0	3.0
4	2	1	158	0	1.0	0	0	0
4	2	1	159	0	5.0	0	0	13.0
4	2	1	54	0	1.0	0	0	1.0
4	2	1	56	0	1.0	0	0	0
4	2	2	1	0	5.0	1.0	0	0
4	2	2	26	0	1.0	0	0	0
4	2	2	5	0	2.0	0	1.0	0
4	2	3	152	0	2.0	0	0	0
4	3	1	-	0	1.0	4.0	0	5.0
4	3	1	18	0	2.0	4.0	0	1.0
4	4	1	21	0	1.0	0	0	0
4	4	1	25	0	1.0	1.0	1.0	0
4	99	1	3	0	2.0	2.0	0	0
5	1	3	38	0	1.0	0	0	1.0
5	1	99	7	0	2.0	0	2.0	7.0
5	2	1	2	0	3.0	4.0	0	0
5	3	1	-	0	1.0	0	1.0	4.0
5	3	1	17	0	13.0	9.0	8.0	13.0
5	3	1	35	0	3.0	9.0	4.0	3.0
5	3	2	8	0	1.0	1.0	0	0
5	3	3	10	0	3.0	5.0	1.0	4.0
5	4	99	21	0	2.0	4.0	4.0	13.0
6	1	1	13	0	2.0	1.0	2.0	2.0
6	1	1	23	0	2.0	3.0	2.0	8.0
6	3	1	-	0	2.0	3.0	1.0	7.0
6	3	1	10	0	6.0	5.0	4.0	14.0
-	-	-	-	0	1.0	1.0	1.0	0
6	3	2	33	0	2.0	0	0	0
6	3	2	51	0	1.0	5.0	0	0
6	3	-	-	0	1.0	0	0	1.0
6	4	1	5	0	3.0	4.0	7.0	4.0
1	1	1	11	0	0	3.0	0	0
1	1	1	179	0	0	1.0	0	0
1	1	1	-	0	0	4.0	0	0
1	1	1	202	0	0	1.0	0	0
1	1	1	206	0	0	6.0	1.0	0
1	1	1	287	0	0	2.0	0	2.0
1	1	1	290	0	0	2.0	4.0	33.0
1	1	1	291	0	0	7.0	0	0
1	1	1	300	0	0	2.0	0	0
1	1	1	302	0	0	2.0	0	1.0
1	1	1	316	0	0	4.0	1.0	1.0
1	1	1	354	0	0	1.0	0	0
1	1	1	371	0	0	1.0	0	7.0
1	1	1	384	0	0	2.0	0	0
1	1	1	400	0	0	1.0	0	0
-	-	-	-	0	0	2.0	3.0	0
1	1	1	413	0	0	1.0	0	0
1	1	1	43	0	0	1.0	0	0
1	1	1	51	0	0	3.0	2.0	0
1	1	1	58	0	0	6.0	3.0	5.0
1	1	1	61	0	0	1.0	0	9.0
1	1	1	8	0	0	5.0	0	0
1	1	1	-	0	0	2.0	2.0	0
1	1	2	9	0	0	4.0	0	0
1	1	3	48	0	0	2.0	8.0	6.0
1	1	99	18	0	0	1.0	0	0
1	10	3	1	0	0	1.0	0	0
1	10	3	11	0	0	3.0	0	0
1	10	3	12	0	0	2.0	1.0	0
1	13	11	15	0	0	2.0	1.0	0
1	13	11	16	0	0	2.0	2.0	0
1	13	11	46	0	0	1.0	0	0
1	13	11	62	0	0	1.0	0	0
1	13	11	80	0	0	3.0	0	0
1	13	11	9	0	0	5.0	2.0	0
1	13	12	4	0	0	4.0	1.0	0
1	14	11	8	0	0	5.0	0	0
1	14	13	148	0	0	1.0	0	0
1	14	13	151	0	0	3.0	0	0
1	14	13	210	0	0	4.0	0	0
1	14	13	8	0	0	1.0	0	0
1	14	14	47	0	0	3.0	0	0
1	14	18	5	0	0	6.0	0	0
1	14	19	-	0	0	3.0	0	0
1	14	99	54	0	0	8.0	0	0
1	17	99	2	0	0	1.0	0	0
1	18	1	6	0	0	2.0	0	0
-	-	-	-	0	0	3.0	0	0
1	2	1	4	0	0	1.0	0	1.0
1	2	1	58	0	0	1.0	4.0	0
1	2	1	82	0	0	4.0	0	0
1	3	1	6	0	0	1.0	0	0
1	3	1	71	0	0	1.0	1.0	0
1	3	1	89	0	0	1.0	0	0
1	3	1	90	0	0	3.0	0	0
1	3	1	91	0	0	2.0	0	0
1	4	1	16	0	0	3.0	0	0
1	4	99	6	0	0	1.0	0	1.0
1	5	3	-	0	0	33.0	0	1.0
1	5	3	-	0	0	3.0	0	0
1	6	5	9	0	0	5.0	1.0	0
1	6	99	1	0	0	5.0	0	21.0
1	8	3	1	0	0	4.0	0	0
1	8	3	2	0	0	1.0	0	0
1	8	3	-	0	0	1.0	2.0	0
1	8	5	8	0	0	4.0	0	0
2	1	1	1	0	0	2.0	0	0
2	1	1	145	0	0	5.0	1.0	0
2	1	1	17	0	0	5.0	0	0
2	1	1	183	0	0	6.0	0	0
2	1	1	184	0	0	2.0	0	0
2	1	1	187	0	0	1.0	0	0
2	1	1	196	0	0	2.0	1.0	0
2	1	1	200	0	0	1.0	2.0	0
2	1	1	202	0	0	2.0	0	0
2	1	1	205	0	0	3.0	0	5.0
2	1	1	229	0	0	1.0	0	0
2	1	1	233	0	0	2.0	0	0
2	1	1	242	0	0	1.0	0	0
2	1	1	243	0	0	2.0	0	0
2	1	1	260	0	0	2.0	0	0
2	1	1	268	0	0	1.0	0	0
2	1	1	287	0	0	12.0	0	0
2	1	1	307	0	0	1.0	0	0
2	1	1	309	0	0	1.0	0	0
2	1	1	311	0	0	4.0	0	0
2	1	1	35	0	0	2.0	0	0
2	1	1	56	0	0	1.0	0	3.0
2	1	1	62	0	0	3.0	1.0	0
2	1	1	67	0	0	2.0	0	0
2	1	1	98	0	0	1.0	0	0
2	-	-	-	0	0	4.0	0	2.0
2	3	-	-	0	0	1.0	0	1.0
2	3	1	-	0	0	1.0	0	0
2	3	1	189	0	0	9.0	0	0
2	3	1	199	0	0	11.0	0	1.0
2	3	1	-	0	0	2.0	0	0
2	3	1	-	0	0	5.0	0	0
2	3	2	15	0	0	1.0	1.0	0
2	3	2	5	0	0	1.0	2.0	0
2	3	3	-	0	0	2.0	1.0	6.0
-	-	-	-	0	0	1.0	0	0
2	4	1	117	0	0	5.0	3.0	2.0
2	4	1	144	0	0	5.0	0	2.0
2	4	1	-	0	0	1.0	0	0
2	4	1	260	0	0	2.0	0	0
2	4	1	321	0	0	1.0	0	0
2	4	1	33	0	0	3.0	0	0
2	4	1	34	0	0	18.0	0	0
2	4	1	-	0	0	1.0	0	8.0
2	4	1	7	0	0	4.0	1.0	0
2	4	2	21	0	0	2.0	3.0	17.0
2	4	2	37	0	0	3.0	0	0
2	5	1	-	0	0	1.0	0	0
-	-	-	-	0	0	3.0	0	0
2	5	1	-	0	0	1.0	0	0
2	5	1	87	0	0	1.0	0	0
2	6	-	-	0	0	6.0	1.0	0
2	6	1	111	0	0	1.0	0	0
2	6	1	27	0	0	4.0	0	0
2	6	1	-	0	0	1.0	0	0
2	6	1	86	0	0	1.0	0	0
-	-	-	-	0	0	8.0	0	0
2	7	1	144	0	0	1.0	4.0	5.0
2	7	1	160	0	0	5.0	3.0	0
2	7	1	188	0	0	3.0	0	0
2	7	1	-	0	0	2.0	1.0	4.0
2	7	1	32	0	0	1.0	0	0
2	7	1	43	0	0	4.0	0	3.0
2	7	1	78	0	0	1.0	0	0
2	7	1	82	0	0	6.0	0	0
2	7	1	86	0	0	1.0	0	0
2	7	2	7	0	0	3.0	19.0	94.0
2	7	4	2	0	0	2.0	0	0
2	7	4	21	0	0	1.0	0	0
2	7	4	26	0	0	1.0	2.0	3.0
-	-	-	-	0	0	4.0	0	0
2	7	7	81	0	0	1.0	0	0
2	7	7	93	0	0	1.0	0	0
2	7	8	12	0	0	1.0	1.0	0
2	7	8	20	0	0	1.0	0	0
2	8	1	9	0	0	1.0	0	0
2	8	3	22	0	0	1.0	6.0	0
3	1	1	-	0	0	1.0	1.0	0
-	-	-	-	0	0	2.0	1.0	0
3	1	1	-	0	0	13.0	0	0
3	1	1	72	0	0	2.0	0	0
3	1	1	73	0	0	5.0	0	0
3	1	2	21	0	0	2.0	0	3.0
3	1	2	23	0	0	2.0	2.0	0
3	1	2	4	0	0	2.0	0	0
3	1	3	-	0	0	1.0	3.0	7.0
3	1	3	-	0	0	1.0	0	0
3	1	3	43	0	0	1.0	0	0
3	1	3	90	0	0	3.0	0	0
3	1	3	96	0	0	1.0	0	0
3	1	3	-	0	0	2.0	0	0
3	1	4	11	0	0	5.0	0	0
3	1	4	12	0	0	7.0	0	0
3	1	4	52	0	0	1.0	1.0	0
3	1	5	-	0	0	2.0	0	0
3	13	1	4	0	0	5.0	0	0
3	2	1	101	0	0	2.0	0	0
3	2	1	11	0	0	1.0	2.0	0
3	2	1	122	0	0	1.0	0	0
3	2	1	132	0	0	4.0	5.0	0
3	2	1	156	0	0	2.0	6.0	27.0
3	2	1	181	0	0	6.0	0	0
3	2	1	204	0	0	3.0	0	0
3	2	1	205	0	0	2.0	0	0
3	2	1	46	0	0	2.0	1.0	5.0
3	2	1	6	0	0	3.0	0	0
3	2	1	67	0	0	11.0	0	4.0
3	2	1	70	0	0	2.0	0	0
3	2	1	75	0	0	1.0	0	0
3	2	1	84	0	0	11.0	2.0	0
3	2	2	24	0	0	5.0	0	0
3	2	2	3	0	0	3.0	0	0
3	2	2	8	0	0	2.0	1.0	0
3	3	2	9	0	0	2.0	0	0
3	4	11	-	0	0	1.0	0	0
3	4	14	11	0	0	2.0	1.0	0
3	4	16	-	0	0	2.0	0	0
3	4	16	2	0	0	1.0	0	0
3	4	17	4	0	0	2.0	0	0
3	4	21	10	0	0	3.0	0	0
3	4	22	-	0	0	5.0	0	0
3	4	22	15	0	0	14.0	1.0	4.0
3	4	22	38	0	0	7.0	0	0
3	4	22	68	0	0	1.0	0	0
3	4	24	37	0	0	6.0	0	0
3	4	24	55	0	0	1.0	0	0
3	4	24	59	0	0	1.0	0	0
3	5	1	118	0	0	3.0	0	0
3	5	1	15	0	0	1.0	0	0
3	5	1	32	0	0	1.0	3.0	0
3	5	1	41	0	0	1.0	0	0
-	-	-	-	0	0	5.0	0	0
3	5	1	82	0	0	2.0	0	1.0
3	5	1	96	0	0	3.0	1.0	0
3	5	2	15	0	0	4.0	1.0	0
3	5	3	17	0	0	3.0	0	0
3	5	3	3	0	0	1.0	0	0
3	5	4	39	0	0	4.0	1.0	7.0
3	6	1	11	0	0	1.0	0	0
3	6	1	29	0	0	3.0	2.0	0
3	6	1	3	0	0	1.0	1.0	2.0
4	1	1	-	0	0	1.0	2.0	0
-	-	-	-	0	0	2.0	0	12.0
4	1	1	33	0	0	13.0	13.0	4.0
4	1	1	41	0	0	2.0	4.0	3.0
4	1	1	64	0	0	4.0	1.0	1.0
4	1	1	76	0	0	1.0	1.0	0
4	1	1	77	0	0	4.0	0	0
4	1	2	45	0	0	9.0	2.0	0
-	-	-	-	0	0	2.0	7.0	0
-	-	-	-	0	0	2.0	0	0
4	1	3	44	0	0	31.0	3.0	0
4	1	99	11	0	0	2.0	3.0	0
4	-	-	-	0	0	2.0	0	0
-	-	-	-	0	0	20.0	0	0
4	2	1	110	0	0	1.0	0	0
4	2	1	118	0	0	1.0	0	0
4	2	1	134	0	0	2.0	0	0
4	-	-	-	0	0	12.0	7.0	28.0
4	2	1	57	0	0	1.0	0	0
-	-	-	-	0	0	5.0	0	0
4	2	3	130	0	0	1.0	0	4.0
4	3	1	27	0	0	8.0	6.0	9.0
-	-	-	-	0	0	1.0	0	0
4	3	2	7	0	0	8.0	2.0	0
4	6	1	16	0	0	3.0	0	0
5	1	-	-	0	0	1.0	0	0
5	1	1	18	0	0	1.0	0	0
5	1	2	1	0	0	1.0	0	3.0
5	3	2	3	0	0	3.0	0	0
5	3	3	4	0	0	3.0	0	0
5	4	3	9	0	0	1.0	2.0	0
5	4	4	1	0	0	3.0	5.0	0
5	4	99	28	0	0	3.0	0	0
5	4	99	7	0	0	18.0	1.0	0
6	2	1	12	0	0	1.0	0	0
6	2	1	20	0	0	2.0	0	0
6	2	1	22	0	0	3.0	0	5.0
6	2	1	-	0	0	3.0	1.0	0
6	3	2	32	0	0	1.0	0	0
6	5	1	3	0	0	2.0	0	0
1	1	1	102	0	0	0	1.0	5.0
1	1	1	108	0	0	0	1.0	0
1	1	1	193	0	0	0	2.0	0
1	1	1	258	0	0	0	3.0	0
1	1	1	-	0	0	0	4.0	0
1	1	1	91	0	0	0	3.0	2.0
1	1	99	21	0	0	0	2.0	0
1	12	1	-	0	0	0	4.0	0
1	13	11	66	0	0	0	1.0	0
1	14	13	10	0	0	0	1.0	0
1	14	13	-	0	0	0	1.0	0
1	14	13	-	0	0	0	3.0	0
1	14	14	46	0	0	0	3.0	0
1	16	9	1	0	0	0	1.0	2.0
1	18	1	2	0	0	0	2.0	0
1	2	7	6	0	0	0	1.0	0
1	4	2	-	0	0	0	1.0	0
1	4	3	-	0	0	0	1.0	0
1	5	1	15	0	0	0	2.0	0
1	7	1	-	0	0	0	1.0	0
1	8	2	4	0	0	0	3.0	0
2	1	1	172	0	0	0	1.0	2.0
2	1	1	244	0	0	0	1.0	0
2	-	-	-	0	0	0	1.0	2.0
2	3	2	-	0	0	0	3.0	0
2	4	1	242	0	0	0	2.0	0
2	4	1	264	0	0	0	1.0	0
2	4	1	341	0	0	0	1.0	0
2	4	1	52	0	0	0	2.0	0
2	4	2	57	0	0	0	1.0	0
2	5	1	132	0	0	0	1.0	4.0
2	5	1	134	0	0	0	1.0	0
2	5	1	76	0	0	0	5.0	10.0
2	6	1	84	0	0	0	1.0	0
2	7	1	14	0	0	0	3.0	1.0
2	7	1	-	0	0	0	1.0	0
2	7	1	175	0	0	0	2.0	0
2	7	1	182	0	0	0	1.0	0
2	7	1	189	0	0	0	1.0	4.0
2	7	1	83	0	0	0	1.0	0
2	7	1	87	0	0	0	1.0	0
2	7	3	13	0	0	0	1.0	2.0
2	7	7	1	0	0	0	1.0	1.0
2	7	7	2	0	0	0	1.0	5.0
2	7	7	72	0	0	0	2.0	0
2	7	7	82	0	0	0	1.0	1.0
2	8	2	22	0	0	0	1.0	0
2	8	3	-	0	0	0	5.0	5.0
3	-	-	-	0	0	0	1.0	0
3	1	3	87	0	0	0	2.0	0
3	13	1	7	0	0	0	1.0	0
3	2	1	133	0	0	0	1.0	0
3	2	1	136	0	0	0	1.0	2.0
3	2	1	155	0	0	0	10.0	1.0
3	2	1	202	0	0	0	1.0	7.0
3	2	1	97	0	0	0	1.0	0
3	4	21	101	0	0	0	1.0	0
3	4	21	121	0	0	0	1.0	6.0
3	4	23	51	0	0	0	1.0	1.0
3	5	1	116	0	0	0	1.0	0
3	5	99	8	0	0	0	5.0	0
3	6	1	15	0	0	0	1.0	0
-	-	-	-	0	0	0	2.0	0
4	1	1	22	0	0	0	1.0	0
4	1	1	75	0	0	0	3.0	0
-	-	-	-	0	0	0	1.0	0
4	1	2	28	0	0	0	1.0	2.0
4	1	2	42	0	0	0	3.0	0
4	1	3	25	0	0	0	1.0	0
4	1	99	5	0	0	0	1.0	0
4	2	1	164	0	0	0	2.0	2.0
4	2	1	166	0	0	0	1.0	0
4	2	3	156	0	0	0	1.0	0
4	4	1	17	0	0	0	1.0	0
5	1	1	12	0	0	0	1.0	2.0
5	3	1	29	0	0	0	2.0	0
5	3	1	33	0	0	0	1.0	0
5	3	3	8	0	0	0	1.0	0
5	4	99	19	0	0	0	2.0	11.0
5	4	99	42	0	0	0	2.0	0
5	5	1	19	0	0	0	2.0	0
6	3	2	14	0	0	0	7.0	0
6	4	1	7	0	0	0	4.0	0
1	1	1	156	0	0	0	0	3.0
1	1	98	3	0	0	0	0	1.0
1	12	1	4	0	0	0	0	3.0
1	12	5	1	0	0	0	0	4.0
1	12	98	3	0	0	0	0	2.0
1	12	98	4	0	0	0	0	1.0
1	20	1	1	0	0	0	0	1.0
1	8	1	18	0	0	0	0	2.0
2	1	1	217	0	0	0	0	2.0
2	1	1	289	0	0	0	0	1.0
2	3	1	255	0	0	0	0	3.0
2	4	1	329	0	0	0	0	3.0
2	5	1	114	0	0	0	0	6.0
2	5	1	128	0	0	0	0	3.0
2	7	1	157	0	0	0	0	1.0
2	7	1	210	0	0	0	0	4.0
2	7	1	215	0	0	0	0	2.0
2	7	1	-	0	0	0	0	2.0
2	7	7	79	0	0	0	0	1.0
2	-	-	-	0	0	0	0	3.0
2	7	8	37	0	0	0	0	3.0
2	8	3	17	0	0	0	0	1.0
2	8	3	24	0	0	0	0	1.0
3	1	21	1	0	0	0	0	1.0
3	1	22	-	0	0	0	0	1.0
3	1	26	8	0	0	0	0	2.0
3	2	1	176	0	0	0	0	36.0
3	2	1	199	0	0	0	0	1.0
3	2	1	82	0	0	0	0	5.0
3	4	14	-	0	0	0	0	1.0
3	4	19	3	0	0	0	0	7.0
3	4	24	29	0	0	0	0	2.0
3	5	-	-	0	0	0	0	1.0
3	5	1	47	0	0	0	0	4.0
3	5	1	89	0	0	0	0	1.0
3	6	1	63	0	0	0	0	2.0
-	-	-	-	0	0	0	0	4.0
-	-	-	-	0	0	0	0	7.0
4	1	99	23	0	0	0	0	1.0
4	2	1	148	0	0	0	0	3.0
4	2	2	-	0	0	0	0	9.0
4	3	1	15	0	0	0	0	1.0
4	3	99	2	0	0	0	0	1.0
5	1	1	-	0	0	0	0	5.0
5	1	3	-	0	0	0	0	1.0
5	3	1	26	0	0	0	0	1.0
5	4	3	5	0	0	0	0	7.0
6	3	5	12	0	0	0	0	4.0
